case_id,true_planner,true_motive,true_concealer,stable_boy_drugged,dog_silent,delicate_knife_found,alias_bill_found,horse_at_scene,coat_deliberately_placed,horse_hidden_by_neighbor,death_consistent_with_horse_kick,outsider_seen_near_stable,tracks_to_rival_property,dog_familiarity_score,instrument_delicacy_score,post_outsider_gambler,post_trainer,post_rival_trainer,post_unknown_intruder,pred_planner,pred_confidence,is_correct
708,rival_trainer,competitive_sabotage,rival_trainer,0,0,1,0,0,0,1,0,1,1,0.2822253833520723,0.2493440817566314,0.06062192289876677,8.116038189664619e-10,0.9335330137587248,0.00584506253090475,rival_trainer,0.9335330137587248,1
709,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.863622604870481,0.8346530455942336,2.3745932037092875e-15,0.9999999996367881,3.6320943650321837e-10,2.81341518189785e-19,trainer,0.9999999996367881,1
710,unknown_intruder,opportunistic_intrusion,none,0,0,0,1,1,1,0,0,1,1,0.05652797369753696,0.06546637203588453,0.7607976174333545,7.411549230283919e-17,0.09910908801280846,0.14009329455383698,outsider_gambler,0.7607976174333545,0
711,rival_trainer,horse_concealment,rival_trainer,0,1,0,0,1,1,1,1,0,1,0.22863148055457727,0.3669379018818402,0.0004239658257904336,1.3060555585989694e-06,0.9995517440401759,2.2984078475145374e-05,rival_trainer,0.9995517440401759,1
712,outsider_gambler,theft_attempt,none,1,0,0,0,1,0,0,0,1,0,0.40877934790871984,0.325180628168477,0.9156021585569672,8.896242795423043e-09,0.005170187034685852,0.07922764551210408,outsider_gambler,0.9156021585569672,1
713,outsider_gambler,theft_attempt,outsider_gambler,0,0,0,0,0,0,0,0,1,0,0.37803347859837905,0.10620271049737787,0.5072568674910996,3.3104794886371144e-15,0.0005838064214164751,0.49215932608748064,outsider_gambler,0.5072568674910996,1
714,trainer,betting_sabotage,none,0,1,1,0,1,0,0,1,0,1,0.45289924314453767,0.7393890969684599,0.0006907089566728676,0.9423649929688407,0.056934667762267,9.63031221936013e-06,trainer,0.9423649929688407,1
715,outsider_gambler,betting_sabotage,outsider_gambler,0,0,1,0,1,1,0,1,1,0,0.10990046257258515,0.2721286515472162,0.931712242896728,1.7882376606754705e-10,0.012700792229517121,0.05558696469493109,outsider_gambler,0.931712242896728,1
716,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.5868852088230057,0.7052048651795237,1.3384041425206076e-09,0.9999953254552308,4.673206175975233e-06,1.891685765118389e-13,trainer,0.9999953254552308,1
717,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.9068825991321351,0.9396466212817569,2.6764392761295118e-18,0.9999999999993172,6.828108061450951e-13,8.173136434975729e-23,trainer,0.9999999999993172,1
718,trainer,betting_sabotage,none,1,1,1,1,1,0,1,1,1,1,0.9229924618289665,0.7564085183686784,1.2601873537900125e-13,0.999999999429874,5.699999260713362e-10,6.890761227664823e-18,trainer,0.999999999429874,1
719,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,1,1,0.8668843236034818,0.5958766389462722,7.337982372712454e-11,0.9999998172430559,1.8268355283850138e-07,1.1409200548616284e-14,trainer,0.9999998172430559,1
720,outsider_gambler,betting_sabotage,outsider_gambler,0,0,0,0,1,0,0,0,1,0,0.12252517288956509,0.27029135361702306,0.6833507845918193,7.87793992656374e-15,0.0011218714219914231,0.3155273439861813,outsider_gambler,0.6833507845918193,1
721,trainer,betting_sabotage,none,1,1,1,1,1,1,1,1,0,0,0.6447727450174118,0.8368680624188282,1.5186947089697278e-11,0.9999999810506447,1.8934161982569764e-08,6.393218621005581e-15,trainer,0.9999999810506447,1
722,rival_trainer,competitive_sabotage,none,0,1,0,0,1,0,1,1,0,1,0.4869884090495148,0.12410570933899238,0.001480693538039145,8.641414178315964e-08,0.9982809469797164,0.00023827306810262787,rival_trainer,0.9982809469797164,1
723,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.901504941515845,0.8235702516673639,5.4559605790239774e-15,0.999999999602307,3.97687555363505e-10,9.510749677338477e-19,trainer,0.999999999602307,1
724,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.8474325472604034,0.7425119036721841,4.937265720776723e-13,0.999999976073665,2.3925841068507926e-08,1.838313261807913e-16,trainer,0.999999976073665,1
725,rival_trainer,competitive_sabotage,rival_trainer,1,0,0,0,1,0,1,1,0,1,0.23417249126184975,0.5870952386557449,0.0009752481749845935,4.581695500569299e-06,0.9989906639689241,2.9506160590852816e-05,rival_trainer,0.9989906639689241,1
726,outsider_gambler,betting_sabotage,outsider_gambler,1,0,0,0,1,0,0,0,1,0,0.29513076608096306,0.20743797815614654,0.8593809823679381,1.659018851611616e-11,0.0025521736227611894,0.13806684399271055,outsider_gambler,0.8593809823679381,1
727,trainer,concealed_financial_pressure,rival_trainer,0,1,1,1,1,1,1,1,1,1,0.6873720894459914,0.9964075910077894,8.720353198028691e-18,0.9999999999999081,9.188139617017306e-14,2.5616748947793623e-23,trainer,0.9999999999999081,1
728,outsider_gambler,betting_sabotage,none,0,0,0,0,1,0,1,0,1,0,0.0707568120036438,0.2118223695915143,0.6778203724007682,9.067376442773557e-16,0.04703522010922053,0.27514440749001046,outsider_gambler,0.6778203724007682,1
729,outsider_gambler,betting_sabotage,none,0,0,0,0,0,1,0,1,0,0,0.3357943417267935,0.1492772426406511,0.5186891310890023,4.258787511312443e-11,0.05880299412592919,0.4225078747424807,outsider_gambler,0.5186891310890023,1
730,unknown_intruder,opportunistic_intrusion,none,1,0,0,0,1,1,0,0,1,0,0.5000187499459482,0.331996990422068,0.944506867029749,7.071524624760049e-07,0.016100684995148846,0.03939174082263961,outsider_gambler,0.944506867029749,0
731,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.9166436278204535,0.6721488077106568,1.4209912437950278e-13,0.9999999986993964,1.3004616103130637e-09,6.8580030144958415e-18,trainer,0.9999999986993964,1
732,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8509759690741557,0.852194234401202,2.1657949395103745e-15,0.9999999996728892,3.271086129432571e-10,2.417567633032126e-19,trainer,0.9999999996728892,1
733,outsider_gambler,theft_attempt,none,0,0,0,0,1,1,0,0,1,0,0.5680398217998578,0.1999181975887148,0.8572949516785361,2.2470522194430845e-09,0.008207762611353097,0.13449728346305875,outsider_gambler,0.8572949516785361,1
734,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8991036227423136,0.8927392431433052,5.570257040816397e-17,0.9999999999883697,1.1630152372715278e-11,3.3031583339024376e-21,trainer,0.9999999999883697,1
735,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.9456267795237401,0.817927802045859,3.6718063075884737e-17,0.999999999991017,8.983010714747967e-12,2.5015957231529985e-21,trainer,0.999999999991017,1
736,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.8067537916841323,0.7875633136457142,8.735101690156575e-13,0.9999999939008972,6.098229199330771e-09,4.5903667419042857e-17,trainer,0.9999999939008972,1
737,outsider_gambler,theft_attempt,none,1,1,0,0,1,0,0,0,1,0,0.14651108981578886,0.1345565650291459,0.8514525694529302,1.0337056616179976e-12,0.0022230112143621374,0.14632441933167395,outsider_gambler,0.8514525694529302,1
738,trainer,concealed_financial_pressure,rival_trainer,0,1,1,1,1,0,1,1,0,1,0.8301747967699856,0.7924668914013426,5.976929835074782e-12,0.9999997722862984,2.2770771970787393e-07,4.915115302825267e-15,trainer,0.9999997722862984,1
739,trainer,concealed_financial_pressure,none,0,1,1,1,1,1,1,1,0,1,0.7192502632502443,0.639748595409571,5.20691209805856e-10,0.999973300222691,2.669925590417612e-05,7.137048061526733e-13,trainer,0.999973300222691,1
740,outsider_gambler,betting_sabotage,none,0,0,0,0,1,0,0,0,0,0,0.30614276160777254,0.29064829412110754,0.4487691507870434,8.307112494605026e-11,0.022545160650950587,0.5286856884789349,unknown_intruder,0.5286856884789349,0
741,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,1,0,1,0,0,1,0.16259186060851885,0.35537215147314016,0.005334840038580422,2.026279659063849e-11,0.9923864126684219,0.0022787472727348783,rival_trainer,0.9923864126684219,1
742,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,1,1,0.45534334025584916,0.8517518080005848,3.777836417337309e-09,0.9999945154927401,5.480728892997186e-06,5.303384167308858e-13,trainer,0.9999945154927401,1
743,trainer,concealed_financial_pressure,rival_trainer,0,1,1,1,1,1,1,1,1,1,0.8431984047815125,0.8004183587739913,4.342643919325057e-12,0.9999999731043224,2.689133454877373e-08,4.786623813474996e-16,trainer,0.9999999731043224,1
744,rival_trainer,horse_concealment,rival_trainer,0,0,0,0,1,1,1,0,0,1,0.24166661731078715,0.26974476899698174,0.0021709236094204936,1.3541253808196394e-10,0.9972125562654974,0.0006165199896696076,rival_trainer,0.9972125562654974,1
745,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,1,1,0,0,0.9392638681850517,0.7676353060397043,3.982961969680722e-15,0.999999999987393,1.2603000230050042e-11,6.775947293526352e-19,trainer,0.999999999987393,1
746,trainer,concealed_financial_pressure,none,0,1,1,1,1,1,0,0,0,0,0.7488598142982253,0.88966192515118,3.1267407258117865e-09,0.9999999669680626,2.989888885494526e-08,6.3078543250926144e-12,trainer,0.9999999669680626,1
747,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.7439867922099883,0.8962184417591053,8.933145099649715e-14,0.999999995634645,4.365265507639001e-09,1.7658039356159785e-17,trainer,0.999999995634645,1
748,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.8704243948425737,0.8620191415281045,6.492752767357228e-15,0.9999999995582904,4.417029646777803e-10,1.050880274415582e-18,trainer,0.9999999995582904,1
749,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8609274453010068,0.5953574118445446,7.962856629053713e-13,0.999999923158576,7.684062737310446e-08,2.868445758507864e-16,trainer,0.999999923158576,1
750,rival_trainer,horse_concealment,none,0,0,0,1,1,0,1,0,0,0,0.5223728051677884,0.2037106119557269,0.08910339155075918,6.37092293673947e-07,0.8909473890320135,0.01994858232493366,rival_trainer,0.8909473890320135,1
751,rival_trainer,competitive_sabotage,rival_trainer,1,0,0,0,1,1,1,0,0,1,0.6047066755010171,0.1716797697472849,0.0011130897334962388,2.644562950071386e-07,0.9987924180216169,9.422778859198444e-05,rival_trainer,0.9987924180216169,1
752,rival_trainer,horse_concealment,rival_trainer,0,0,1,0,1,1,1,1,1,1,0.20699925613507722,0.17056172575455422,0.015878239919155355,2.9286487604858657e-09,0.9837180565618996,0.0004037005902961661,rival_trainer,0.9837180565618996,1
753,outsider_gambler,betting_sabotage,none,0,0,0,0,0,0,0,1,1,0,0.2039470052649648,0.36102068747911886,0.8291672875668923,1.0487180698412906e-11,0.003609198173588323,0.1672235142490323,outsider_gambler,0.8291672875668923,1
754,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.6284609181445918,0.7388755330422432,1.7769756397993855e-10,0.9999952796954267,4.720126742607287e-06,1.3320771624128632e-13,trainer,0.9999952796954267,1
755,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8984517562247494,0.8236867578854111,6.982183515323425e-16,0.9999999998766869,1.2331237562887134e-10,7.176088767002679e-20,trainer,0.9999999998766869,1
756,trainer,betting_sabotage,rival_trainer,1,1,0,1,1,1,1,1,1,1,0.6919639835954603,0.8528401760708741,3.1605682734447006e-10,0.9999989332188544,1.0664650564273605e-06,3.235219677783237e-14,trainer,0.9999989332188544,1
757,outsider_gambler,betting_sabotage,outsider_gambler,1,0,0,0,1,0,0,0,1,0,0.39766690451957937,0.5072810128238835,0.9454678140079074,4.1492662070737425e-07,0.007929296965773292,0.04660247409969859,outsider_gambler,0.9454678140079074,1
758,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.9263172786914996,0.9355911120769884,1.0955269799884575e-18,0.9999999999996876,3.1235710791548544e-13,3.0256476786365805e-23,trainer,0.9999999999996876,1
759,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.6116093885977582,0.7544098409339124,2.4927378231980274e-10,0.9999989966113185,1.0031393808566685e-06,2.6773684267218988e-14,trainer,0.9999989966113185,1
760,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,0,0,0,1,0,0.11568850854297688,0.0721102069496987,0.32676294070175116,2.7000952252437362e-20,0.0001270492242769275,0.673110010073972,unknown_intruder,0.673110010073972,1
761,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,1,0,1,0,0,0.3860660559785616,0.06554640681278415,0.5124989383830046,4.7176815214580355e-12,0.04455841576606488,0.4429426458462128,outsider_gambler,0.5124989383830046,0
762,outsider_gambler,betting_sabotage,none,0,0,0,0,0,0,0,0,1,0,0.24110983336474978,0.06883551692602802,0.3774233840681929,3.74249807235892e-18,0.00022018626065508422,0.622356429671152,unknown_intruder,0.622356429671152,0
763,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.6499547141697122,0.7670931816935304,7.894798024900747e-11,0.9999996465745428,3.5334650200678435e-07,7.313350699315618e-15,trainer,0.9999996465745428,1
764,rival_trainer,competitive_sabotage,rival_trainer,1,0,0,1,0,0,1,0,1,1,0.08411477460428513,0.41252783388026326,0.04448802145680354,2.8004243652433235e-10,0.9545519284429912,0.0009600498201627856,rival_trainer,0.9545519284429912,1
765,outsider_gambler,theft_attempt,none,0,0,0,0,1,1,0,0,1,0,0.5817247755390312,0.11851800836662289,0.8087174880768511,7.118442352906738e-11,0.005140215574906596,0.18614229627705803,outsider_gambler,0.8087174880768511,1
766,outsider_gambler,betting_sabotage,none,0,0,0,0,0,1,0,0,1,0,0.11315941595862013,0.11614917301859969,0.538307319746156,8.580968216430455e-18,0.0007529954557895722,0.4609396847980544,outsider_gambler,0.538307319746156,1
767,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.5466635709328361,0.595216942865939,3.2200690772503854e-08,0.9999150792661402,8.488852567996575e-05,7.489010741000604e-12,trainer,0.9999150792661402,1
768,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,1,0,0,0,0,0.12260816101933666,0.23923269160762797,0.3503486237630662,2.1241655535547027e-14,0.015215458010069889,0.6344359182268428,unknown_intruder,0.6344359182268428,1
769,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.923446079319704,0.5965177185458784,3.478166390092522e-14,0.9999999953047258,4.695239420960587e-09,8.102011095022248e-18,trainer,0.9999999953047258,1
770,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8742691493212653,0.8051210938633447,3.705497464709481e-15,0.9999999994416087,5.58387540917863e-10,4.982783527434257e-19,trainer,0.9999999994416087,1
771,trainer,betting_sabotage,rival_trainer,1,1,1,0,1,1,1,1,0,1,0.7458604932736277,0.724156905929139,3.030277498005344e-10,0.9999895526192955,1.0447077358791939e-05,3.179404282645231e-13,trainer,0.9999895526192955,1
772,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8185878538229105,0.9000066338799095,9.836463466256488e-16,0.9999999998508253,1.4917372458106147e-10,8.314062048402263e-20,trainer,0.9999999998508253,1
773,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,1,1,0,0,0.8615502980475128,0.9593728909081052,6.252999966714689e-17,0.9999999999997873,2.126263668142621e-13,2.947076351941395e-21,trainer,0.9999999999997873,1
774,rival_trainer,competitive_sabotage,rival_trainer,1,0,0,0,1,1,1,0,0,1,0.23472714464189146,0.20080195892950123,0.002174531946305701,2.7999361573196784e-10,0.9975152508176407,0.00031021695605984684,rival_trainer,0.9975152508176407,1
775,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.9259417445124682,0.8061917195912963,2.3528911587350567e-16,0.9999999999523528,4.76469037101106e-11,2.1458185238957413e-20,trainer,0.9999999999523528,1
776,trainer,betting_sabotage,none,1,1,1,0,1,1,0,1,1,1,0.8745026524642902,0.8766287083198147,1.9422108568287454e-11,0.9999999987429942,1.2375816296514143e-09,2.045244395419404e-15,trainer,0.9999999987429942,1
777,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8805629985684923,0.7201563683285582,2.4184138041141012e-14,0.9999999968073259,3.1926498764919945e-09,4.809857589860095e-18,trainer,0.9999999968073259,1
778,outsider_gambler,theft_attempt,none,1,1,0,0,1,0,0,0,1,0,0.12201870145035194,0.05724119159078151,0.7507871412432021,8.721909374706828e-16,0.000875070240587535,0.24833778851620938,outsider_gambler,0.7507871412432021,1
779,rival_trainer,horse_concealment,none,0,1,0,0,1,1,1,0,0,1,0.2195957126082683,0.3299220911454217,0.0009800778196885668,3.2770976981114466e-08,0.9988846681786582,0.00013522123067612332,rival_trainer,0.9988846681786582,1
780,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,1,1,1,0,0,1,0.6167202326356315,0.4762616814022285,0.0005748860889549092,2.898940790171872e-05,0.9993533117432778,4.281275986553165e-05,rival_trainer,0.9993533117432778,1
781,rival_trainer,competitive_sabotage,rival_trainer,1,0,0,0,0,0,1,0,1,1,0.36530313663224445,0.3762487461229847,0.046943105872941995,2.6804423262136205e-08,0.9510497638880139,0.002007103434620781,rival_trainer,0.9510497638880139,1
782,outsider_gambler,theft_attempt,none,0,0,0,0,0,0,0,0,1,0,0.22517176903920705,0.25641225226170816,0.6184335151867033,3.611372968405071e-14,0.0010335475795971152,0.38053293723366355,outsider_gambler,0.6184335151867033,1
783,trainer,concealed_financial_pressure,rival_trainer,0,1,1,1,1,0,1,1,0,1,0.8188387115682644,0.7803179976508977,1.201401075585218e-11,0.9999995701929587,4.297950162797594e-07,1.1074264042813822e-14,trainer,0.9999995701929587,1
784,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8078831323626416,0.713135954505122,4.043594629686295e-13,0.9999999601968228,3.9802772773742696e-08,1.176694144248665e-16,trainer,0.9999999601968228,1
785,trainer,concealed_financial_pressure,none,1,1,1,0,1,1,1,1,0,1,0.6028578316215273,0.881892653011245,7.867923484849426e-11,0.999997293734562,2.706186713928367e-06,4.47907840930754e-14,trainer,0.999997293734562,1
786,rival_trainer,competitive_sabotage,rival_trainer,1,1,0,0,1,0,1,0,0,1,0.4482566661899324,0.327080102114237,0.0010910973969503151,3.0271742638840596e-05,0.998810607705097,6.802315531379704e-05,rival_trainer,0.998810607705097,1
787,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,0,1,1,1,1,0.7988559130525743,0.7777965171600955,1.3099693189914722e-11,0.9999999644631449,3.55237540635138e-08,1.2952213203279533e-15,trainer,0.9999999644631449,1
788,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,1,0,1,1,0,1,1,0.2501286840900949,0.25931277398845715,0.01938517766658197,1.7031693233684578e-09,0.9798745602474591,0.0007402603827896175,rival_trainer,0.9798745602474591,1
789,outsider_gambler,betting_sabotage,none,1,1,0,0,1,0,0,0,0,1,0.2043468281237246,0.13178704367743002,0.21310054024290523,4.692512837896514e-10,0.7130261139920923,0.07387334529575126,rival_trainer,0.7130261139920923,0
790,outsider_gambler,betting_sabotage,none,1,0,0,0,1,0,1,0,1,0,0.3247321536643082,0.4855642611643448,0.6578401821943308,8.368525358148609e-07,0.3184285183859928,0.023730462567140634,outsider_gambler,0.6578401821943308,1
791,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8894001882956901,0.682841341480848,3.7179051332466495e-14,0.9999999952090111,4.790951799738723e-09,8.182551406842423e-18,trainer,0.9999999952090111,1
792,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,1,1,0.9075339947579812,0.9122430379947407,1.64404344677782e-15,0.9999999999904106,9.587830315658515e-12,3.3009095140974347e-20,trainer,0.9999999999904106,1
793,trainer,betting_sabotage,none,1,1,1,1,1,0,1,1,0,0,0.8412326420641859,0.8818752332442906,1.48009416808544e-13,0.9999999998575115,1.4234039604527487e-10,4.087571503624151e-17,trainer,0.9999999998575115,1
794,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,0,1,1,1,1,0.861526227388083,0.9391731480519979,2.65685567801118e-15,0.9999999999864102,1.35872145935498e-11,4.870905090359124e-20,trainer,0.9999999999864102,1
795,trainer,betting_sabotage,rival_trainer,1,1,1,0,1,1,1,1,0,1,0.9525031753511779,0.9178371249810997,6.515927521175121e-17,0.9999999999909563,9.043582904232988e-12,5.199555936619315e-21,trainer,0.9999999999909563,1
796,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.7767417235114458,0.9665707472284307,2.4914414909199347e-16,0.99999999998225,1.7749846219728857e-11,1.3656605371889076e-20,trainer,0.99999999998225,1
797,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,1,1,0.789999709378746,0.9139970443900421,1.3806090857365827e-13,0.9999999994986033,5.012586942276007e-10,4.953771458596188e-18,trainer,0.9999999994986033,1
798,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,0,0,1,1,0,0.261928716412043,0.3113836223483271,0.8205095243496437,1.910910756060863e-11,0.0036789150099887768,0.17581156062125838,outsider_gambler,0.8205095243496437,0
799,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8451781835148757,0.8924352709222613,5.619485816366606e-16,0.9999999999082436,9.175581441304003e-11,4.5667833517471104e-20,trainer,0.9999999999082436,1
800,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.7814733115775722,0.7662543603707839,2.252430566943534e-12,0.9999999084276454,9.15701011370746e-08,9.76420930135434e-16,trainer,0.9999999084276454,1
801,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,1,0,1,0,0,1,0.39882509255357124,0.29445383991028784,0.0034260854640171417,2.6842896153615363e-09,0.9953856918593253,0.0011882199923678597,rival_trainer,0.9953856918593253,1
802,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,0,0,0,0,0,0.1052026894799022,0.04950139309601817,0.08657904982822925,4.22309806138255e-21,0.00037964653617584984,0.9130413036355949,unknown_intruder,0.9130413036355949,1
803,rival_trainer,competitive_sabotage,rival_trainer,1,0,0,1,0,0,1,1,1,1,0.438322925030403,0.34126376089942023,0.00921544210221011,5.6201799261529336e-05,0.9906708890356273,5.7467062900954855e-05,rival_trainer,0.9906708890356273,1
804,outsider_gambler,betting_sabotage,outsider_gambler,0,1,0,0,1,0,0,0,1,0,0.5729297972247629,0.21051543934503403,0.8650181874986798,8.693276474702298e-08,0.0070089689994839,0.1279727565690715,outsider_gambler,0.8650181874986798,1
805,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.9272456133862587,0.965050905212852,6.686774414156361e-19,0.9999999999999098,9.02579053399833e-14,1.6888090875463927e-23,trainer,0.9999999999999098,1
806,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,0,0,1,0,0,1,0.5314491885849933,0.15199327377141406,0.006205180108825215,7.012224487765099e-11,0.9890326900542226,0.004762129766829983,rival_trainer,0.9890326900542226,1
807,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.9376632934676999,0.862942973766475,1.492538703452238e-16,0.9999999999847722,1.5227560518642938e-11,1.4156131180360055e-20,trainer,0.9999999999847722,1
808,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.6622527414329461,0.7591170005307794,5.661030794690937e-12,0.9999995857574406,4.1423689638250944e-07,2.0578944191352988e-15,trainer,0.9999995857574406,1
809,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,1,1,0.719491962089827,0.9035667376707709,1.5125078431435711e-12,0.9999999956071655,4.39132201892459e-09,7.64530962268924e-17,trainer,0.9999999956071655,1
810,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8991761191420373,0.8925575443959881,5.594452649952123e-17,0.9999999999883205,1.167948320008801e-11,3.321806644584831e-21,trainer,0.9999999999883205,1
811,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,0,0.7385426943702025,0.886902813125473,2.7130226817745855e-13,0.99999999952411,4.756186970143642e-10,6.005044770323967e-17,trainer,0.99999999952411,1
812,trainer,betting_sabotage,none,1,1,1,1,1,1,1,1,0,0,0.9267551743961385,0.8389748278914952,1.320925488769778e-15,0.9999999999956306,4.368178349394596e-12,1.6877371528580233e-19,trainer,0.9999999999956306,1
813,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,1,0,0,1,0,0.45392894163542336,0.1176841647719771,0.6844264234512927,4.407996524766245e-13,0.0024702910876596013,0.3131032854606069,outsider_gambler,0.6844264234512927,0
814,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,0,0,1,0,1,1,0.4249186327319141,0.08886459100887169,0.154692541095244,3.574551765117666e-13,0.7905600201934317,0.05474743871096681,rival_trainer,0.7905600201934317,1
815,outsider_gambler,betting_sabotage,outsider_gambler,1,0,0,0,1,1,0,0,0,0,0.03182722610287407,0.172883499306405,0.5419841760454089,1.2474473882782053e-16,0.015380967353119343,0.4426348566014716,outsider_gambler,0.5419841760454089,1
816,outsider_gambler,betting_sabotage,none,0,0,0,0,0,1,1,1,0,1,0.3416928772437512,0.3518726792778777,0.0008896151973276832,2.2765372255435277e-08,0.9989967163945948,0.00011364564270527287,rival_trainer,0.9989967163945948,0
817,outsider_gambler,betting_sabotage,none,0,0,0,0,1,0,0,1,1,0,0.15056869259968975,0.11352202993833159,0.7138885685005023,1.7833420536023668e-15,0.0012986327464433202,0.2848127987530525,outsider_gambler,0.7138885685005023,1
818,outsider_gambler,betting_sabotage,none,0,0,0,0,0,0,0,1,1,0,0.2950226119417693,0.3318883971632211,0.8372672357903046,8.2548293101443e-11,0.004315991583696959,0.15841677254345013,outsider_gambler,0.8372672357903046,1
819,outsider_gambler,betting_sabotage,none,0,0,0,0,1,0,0,0,1,0,0.07793122882107054,0.09325745623601736,0.44804966409639563,1.4068872853587706e-19,0.00023389371380954301,0.5517164421897949,unknown_intruder,0.5517164421897949,0
820,trainer,concealed_financial_pressure,rival_trainer,0,1,1,1,1,1,1,1,1,1,0.7776317773986585,0.8349943457366705,1.2168667375291824e-11,0.9999999346928654,6.529496453230406e-08,1.4031792916512486e-15,trainer,0.9999999346928654,1
821,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8854575729686817,0.8663049534441267,3.151902507309422e-16,0.9999999999427414,5.725831850056784e-11,2.6003131469016348e-20,trainer,0.9999999999427414,1
822,trainer,concealed_financial_pressure,rival_trainer,1,1,1,0,1,1,1,1,1,1,0.8284628377303065,0.9144982184554515,7.570547287524209e-13,0.9999999968412681,3.157974739151352e-09,4.1017131867676497e-17,trainer,0.9999999968412681,1
823,trainer,betting_sabotage,none,1,1,0,1,1,1,0,1,1,1,0.9625422067280511,0.6112463701046673,3.3807306895832525e-11,0.9999999965209172,3.4452714779637452e-09,3.9506829042164955e-15,trainer,0.9999999965209172,1
824,trainer,betting_sabotage,rival_trainer,1,1,0,1,1,1,1,1,0,1,0.7492751494708555,0.7189105462990231,2.3384670395453855e-10,0.9999887344946051,1.126527138057531e-05,1.6751426311943282e-13,trainer,0.9999887344946051,1
