case_id,true_planner,true_motive,true_concealer,stable_boy_drugged,dog_silent,delicate_knife_found,alias_bill_found,horse_at_scene,coat_deliberately_placed,horse_hidden_by_neighbor,death_consistent_with_horse_kick,outsider_seen_near_stable,tracks_to_rival_property,dog_familiarity_score,instrument_delicacy_score
460,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8731102939501102,0.9053159667723804
461,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.9702574674438398,0.9438701279330421
462,trainer,concealed_financial_pressure,rival_trainer,0,1,1,1,1,1,1,1,1,1,0.927187488347258,0.8844228153502914
463,unknown_intruder,opportunistic_intrusion,none,0,1,0,0,0,1,0,0,1,0,0.020270902379939046,0.04834978921161723
464,outsider_gambler,betting_sabotage,none,0,0,1,0,1,0,0,0,1,0,0.14414081761708067,0.14654646894426518
465,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.5986949319668451,0.8639900291750393
466,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8553736048339359,0.919024805972626
467,trainer,betting_sabotage,rival_trainer,0,1,1,1,1,1,1,1,0,1,0.634843605606564,0.8342024237454538
468,trainer,betting_sabotage,rival_trainer,1,1,1,0,1,1,1,1,1,1,0.9529404207487076,0.7065442446684705
469,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,1,0,1,1,0,1,0.5088633612978143,0.4365608439054562
470,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.9352780211144474,0.6977469047514365
471,trainer,betting_sabotage,rival_trainer,0,0,1,1,1,1,1,1,1,1,0.5913458030138474,0.8436338949488336
472,trainer,concealed_financial_pressure,none,0,1,1,1,1,0,1,1,0,1,0.9657174494536767,0.7454433301474807
473,rival_trainer,competitive_sabotage,rival_trainer,0,1,0,0,0,1,1,0,0,1,0.16140251126340027,0.16566402318886325
474,outsider_gambler,betting_sabotage,none,1,0,0,0,1,0,0,0,1,0,0.21544404642471424,0.03083323866693646
475,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,1,0,1,0,0,1,0.19444435227728957,0.3018634270588515
476,rival_trainer,horse_concealment,rival_trainer,0,0,0,0,0,0,1,0,0,1,0.3088922093610007,0.5195812277217157
477,rival_trainer,horse_concealment,none,0,0,0,0,0,0,0,0,0,1,0.5655849954971439,0.4270969018165174
478,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,0,0,0,0,0.18673701465350168,0.5046875052886346
479,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.6121132027078553,0.916811594540766
480,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.9178292046445643,0.8785281533598345
481,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.7323835420812057,0.9703615108345859
482,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,0,1,1,0,0.8129896904669719,0.7661644944139199
483,rival_trainer,horse_concealment,rival_trainer,1,1,0,0,1,1,1,1,0,1,0.4003473936483162,0.5888803388643591
484,unknown_intruder,opportunistic_intrusion,none,0,0,0,1,1,1,0,0,0,0,0.600026597575776,0.06860207777222656
485,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,1,0,1,1,0,1,0.13012428073173812,0.14582626305964574
486,rival_trainer,competitive_sabotage,rival_trainer,0,1,0,0,0,0,1,0,0,1,0.19637436645782277,0.3709497048223467
487,outsider_gambler,betting_sabotage,none,0,0,0,0,1,0,0,0,0,0,0.25225839299595676,0.339662797036435
488,outsider_gambler,theft_attempt,outsider_gambler,0,0,0,0,1,1,0,0,1,0,0.13886362862564394,0.5102950955929665
489,outsider_gambler,betting_sabotage,outsider_gambler,1,0,0,0,0,0,0,0,1,0,0.14407868339707278,0.06329308036083912
490,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.6387633106745839,0.9462668310443375
491,trainer,concealed_financial_pressure,none,1,1,1,0,1,1,1,1,1,1,0.6859042677322527,0.8044182172189689
492,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.7471046324133185,0.8987912010044523
493,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,0,1,1,1,1,0.7807599514814167,0.896887876831685
494,trainer,concealed_financial_pressure,none,1,1,1,1,1,0,1,1,0,0,0.7466274138408463,0.9541943262628703
495,rival_trainer,horse_concealment,rival_trainer,1,0,0,0,1,0,1,0,0,1,0.1512235328162653,0.37734942486634254
496,trainer,concealed_financial_pressure,none,1,1,1,1,1,0,1,1,0,1,0.8784218182782643,0.8451002590884359
497,rival_trainer,horse_concealment,rival_trainer,1,0,0,0,1,0,1,1,0,1,0.05373935569067619,0.3715212923179237
498,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,1,1,0.9601756885511256,0.8053311488730414
499,unknown_intruder,opportunistic_intrusion,none,1,0,0,0,0,0,0,0,1,0,0.21348818608609374,0.31848719983894347
500,rival_trainer,horse_concealment,rival_trainer,0,0,0,0,0,1,1,0,0,1,0.5597970553902953,0.40935153931620405
501,outsider_gambler,betting_sabotage,none,0,0,0,1,0,1,0,0,1,0,0.1521577645785805,0.2793284548586286
502,rival_trainer,horse_concealment,rival_trainer,1,0,0,0,0,0,1,0,0,1,0.10860269123252833,0.15194342795057875
503,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,0,0,0,1,0,0.20609122800191138,0.27224003268190866
504,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.8728807872486957,0.688765246979376
505,rival_trainer,competitive_sabotage,rival_trainer,1,1,1,0,0,0,1,0,0,1,0.08187336807277322,0.07948883999117876
506,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,0,0,0,1,0,0.10905607477300605,0.15165290972817871
507,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,0,0,0,0,0,0.12640940118779742,0.1898134012794412
508,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,0,1,0,1,0.7963498400183672,0.883138244851949
509,trainer,concealed_financial_pressure,rival_trainer,0,1,1,1,1,0,1,1,0,1,0.9319041727849962,0.8815579399767962
510,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,1,1,0.7923383585124569,0.829473534884772
511,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,0,0,0,0,0,0.5810426745826847,0.08096921043173579
512,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.800056335324278,0.9249534046231743
513,trainer,concealed_financial_pressure,rival_trainer,0,1,1,1,1,1,1,1,0,1,0.986200504708342,0.8481284502482326
514,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.8600561413185891,0.5872669437352682
515,outsider_gambler,theft_attempt,none,0,0,0,0,1,0,0,0,1,0,0.43711601212749956,0.037049886110985614
516,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,0,1,1,1,1,0.6701970543531107,0.850044627797358
517,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.7868824075322316,0.8267370084273349
518,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,0,0,1,0,0.21745823806057357,0.3992000528025266
519,trainer,betting_sabotage,none,1,1,1,1,1,1,0,1,1,1,0.7811638877265005,0.7442310398899543
520,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.9763026068300127,0.8237873758307683
521,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,1,1,0,1,0.7654113074157296,0.8747377339255502
522,outsider_gambler,betting_sabotage,none,1,0,1,0,0,0,0,1,1,0,0.1825572186932432,0.2132978012687451
523,trainer,betting_sabotage,none,1,1,1,1,1,1,0,1,0,1,0.7793124119462694,0.7920448913608158
524,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,0,1,0,1,0.9206430531870392,0.8307200635512891
525,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.7451362944326939,0.9197442114322918
526,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,1,1,1,1,0.8313042738786939,0.8585922211538305
527,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.31868979641875544,0.7069851321364505
528,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.6492526814877358,0.9070871177570143
529,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.7463207882888376,0.472902846573757
530,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,0,1,1,1,1,0.6118653788083105,0.7860186702097097
531,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,1,1,0.878348058633001,0.9144481790086793
532,outsider_gambler,theft_attempt,none,0,0,0,0,1,0,0,0,1,0,0.31308035243728577,0.17198197330452977
533,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.7209026088278472,0.8346925002071558
534,outsider_gambler,theft_attempt,none,0,0,0,0,0,0,0,0,1,0,0.21320022185354418,0.09426512306017043
535,outsider_gambler,betting_sabotage,none,0,0,0,0,1,0,0,0,1,0,0.12817301665832298,0.2702226338848382
536,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,1,1,0,1,0.5899883337102745,0.9001963397831871
537,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.790405289990122,0.5905713479303939
538,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,0,1,1,1,0,0.29814378330821645,0.2369893617163198
539,trainer,concealed_financial_pressure,rival_trainer,1,0,1,1,1,1,1,1,1,0,0.9890622083094889,0.6981833613894592
540,trainer,concealed_financial_pressure,rival_trainer,0,1,1,1,1,1,1,1,0,1,0.5964171336388252,0.7339416870970816
541,trainer,concealed_financial_pressure,none,0,1,1,1,1,1,1,1,1,1,0.6912158261222208,0.6680040080135036
542,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.7990736750534314,0.7011065052208997
543,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,0,1,0,0,0.19689747732757287,0.10470456292725863
544,rival_trainer,competitive_sabotage,rival_trainer,0,1,0,0,0,0,1,0,0,1,0.280813426233184,0.35824777267733254
545,rival_trainer,horse_concealment,rival_trainer,0,0,0,0,1,0,1,1,1,1,0.24783297902847812,0.290412786525706
546,rival_trainer,competitive_sabotage,none,0,0,1,0,0,0,1,0,0,1,0.3521628531845225,0.3955155661681108
547,trainer,concealed_financial_pressure,none,1,1,1,1,1,0,1,1,0,1,0.8143317107061289,0.9654435520136404
548,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.42671935262325256,0.8841470009930126
549,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,0,1,1,1,1,0.877107239518738,0.9047082951862977
550,trainer,betting_sabotage,none,1,1,1,1,1,1,1,1,1,1,0.8977210720994845,0.9513393505323771
551,outsider_gambler,betting_sabotage,none,1,0,0,0,1,1,0,0,1,0,0.21213547528704546,0.23553605150418339
552,rival_trainer,horse_concealment,rival_trainer,0,0,0,1,0,0,1,1,0,1,0.23657184455355654,0.43272367151268554
553,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.90322000431391,0.8551436546140544
554,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,1,1,1,1,0.8468296199382194,0.8835709508145758
555,trainer,betting_sabotage,none,1,1,1,1,1,0,1,1,0,1,0.932160597762742,0.6886007284555473
556,unknown_intruder,opportunistic_intrusion,none,1,0,0,0,0,1,0,0,0,0,0.22041834707176028,0.23258100267502674
557,rival_trainer,competitive_sabotage,rival_trainer,1,0,0,0,0,1,1,1,0,1,0.05262146371968088,0.38814297497694883
558,outsider_gambler,theft_attempt,none,0,0,0,0,1,0,1,1,1,0,0.15514247933847555,0.2229593574666675
559,rival_trainer,competitive_sabotage,rival_trainer,1,0,0,0,0,1,1,1,0,1,0.2763758160078354,0.5069383529863508
560,rival_trainer,horse_concealment,rival_trainer,0,0,0,0,0,1,1,1,0,1,0.19860525761145711,0.4453853011042997
561,outsider_gambler,betting_sabotage,none,1,1,0,0,0,0,0,0,1,0,0.2032796599677987,0.35352787576604916
562,rival_trainer,horse_concealment,rival_trainer,0,0,0,0,1,0,1,1,0,1,0.051114858952179175,0.34039446330151846
563,outsider_gambler,betting_sabotage,outsider_gambler,0,0,0,0,1,0,0,1,1,0,0.41159931839113395,0.14717647992394678
564,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.8708416504669867,0.7791059059347906
565,rival_trainer,competitive_sabotage,none,0,0,0,0,1,0,1,0,0,1,0.13799573126621265,0.19433779936303158
566,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.7600068689966615,0.7680805940513671
567,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8860242096900626,0.9259898974523066
568,outsider_gambler,betting_sabotage,none,1,0,0,0,1,0,0,0,1,0,0.1396617791471791,0.12453892743692616
569,outsider_gambler,betting_sabotage,none,0,1,0,0,1,0,0,0,0,0,0.5356348756615569,0.21968428284591293
570,trainer,betting_sabotage,rival_trainer,1,1,1,0,1,0,1,1,0,1,0.7937602345360955,0.7499651048186968
571,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,0,0,1,0,1,1,0.3836147533482264,0.46542050162303666
572,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,1,1,0,0,0.6843269800116112,0.5384974233325168
573,rival_trainer,competitive_sabotage,rival_trainer,0,1,0,0,1,1,1,0,0,1,0.273918511150492,0.2350106298281503
574,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.8121223684446307,0.7329051877958244
575,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.981825822123348,0.7378107899932269
576,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.6872128568931939,0.9207995457250321
577,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,1,0,1,0,1,1,0.09292470886037436,0.24986000148182727
578,rival_trainer,competitive_sabotage,rival_trainer,1,0,0,0,0,1,1,0,0,1,0.08421337166959088,0.2572329244056652
579,outsider_gambler,betting_sabotage,none,0,0,0,0,1,0,0,1,1,0,0.21110501451125674,0.24582815347183903
580,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,0,0,0,0,0,0.02378451693158752,0.05528131418628459
581,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,1,1,0,0,0.8252120525204995,0.9387292997092703
582,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,1,1,1,0,0.21622911137400994,0.10249632710984499
583,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.6431705046005711,0.8771476938520023
584,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.885836056669435,0.8428933718789525
585,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.9651088668679312,0.7006832136269485
586,trainer,concealed_financial_pressure,rival_trainer,1,1,1,0,1,1,1,1,0,1,0.8939621540423481,0.8010849564432869
587,trainer,concealed_financial_pressure,none,1,1,1,1,1,0,1,1,1,1,0.9303855073494403,0.6499174806507187
588,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,1,1,0,0,0.8280889230298839,0.8509238415238101
589,outsider_gambler,betting_sabotage,none,0,0,0,0,1,1,1,1,1,0,0.5690282578201095,0.11786930927812443
590,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.8556690486383141,0.937163276984791
591,rival_trainer,competitive_sabotage,rival_trainer,1,1,0,0,1,0,1,1,1,1,0.387447816837218,0.21540141754067466
592,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.899573082134649,0.9777342378431728
593,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.9028250076897153,0.5819403902875263
594,outsider_gambler,betting_sabotage,none,0,0,0,0,1,0,0,0,1,0,0.27780939126047777,0.214804840485994
595,trainer,betting_sabotage,none,1,1,1,0,1,1,1,1,0,1,0.7305634297827819,0.9186862495313547
596,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,0,1,1,0,0,1,0.39985158355909944,0.39129648280463275
597,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,0,0,0,0,0,0.09064354994549711,0.19185442094886657
598,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,1,1,0,0,0,0.23869419100823747,0.28076854862178463
599,outsider_gambler,betting_sabotage,none,0,0,0,0,0,0,0,1,1,0,0.3043904243166741,0.37163089516014275
600,trainer,concealed_financial_pressure,none,1,1,1,1,1,0,1,1,1,1,0.6383393926002116,0.927002660779839
601,outsider_gambler,betting_sabotage,none,1,0,0,0,1,0,0,0,1,0,0.289596784081785,0.6088852086627883
602,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,1,1,0.8271245104954041,0.9085536085710877
603,trainer,betting_sabotage,none,1,1,1,0,1,0,1,1,1,1,0.5037787154677457,0.726091478646166
604,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.8381723882670009,0.6858774847353079
605,outsider_gambler,betting_sabotage,none,0,0,0,0,1,0,0,0,0,0,0.11904421364479574,0.6029506568597227
606,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.9216883016180537,0.8468184025271539
607,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.7237879455875031,0.8698081223910421
608,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.9057467812891844,0.8587380935886315
609,trainer,concealed_financial_pressure,rival_trainer,1,0,1,1,1,0,0,1,0,1,0.6539679975325942,0.8466376961424452
610,outsider_gambler,betting_sabotage,none,0,0,0,0,0,0,0,0,1,0,0.2425252489558807,0.4240459774489964
611,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.8667061610208341,0.9355703530652564
612,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.7805775252647663,0.6772557771888763
613,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,1,0,0,0,0,0.31970313970413383,0.3525689359195751
614,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,1,0,0,0,0,0.16261232247155538,0.2538764904733176
615,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,1,1,1,0,0,1,0.45707178330216686,0.4880567618216667
616,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,0,0,1,0,0.24427036412971476,0.05039394781567079
617,outsider_gambler,betting_sabotage,outsider_gambler,0,0,0,0,1,0,0,0,1,0,0.18315722576474558,0.21376315318631484
618,outsider_gambler,betting_sabotage,outsider_gambler,0,0,0,0,1,0,0,0,1,0,0.5205438694305001,0.2524153430642657
619,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.9591861772055852,0.7322175579711911
620,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8797714277416286,0.5470150986280391
621,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.49471519700186306,0.8893352839481307
622,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.8560899632905631,0.6805669288986679
623,trainer,concealed_financial_pressure,rival_trainer,0,1,1,1,1,1,1,1,1,1,0.794730907112745,0.7530704264261809
624,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,1,1,0.8935497937555447,0.8597394422834829
625,trainer,betting_sabotage,none,1,1,1,1,1,0,1,1,0,1,0.7746728213951506,0.8351013703575392
626,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,0,1,1,1,1,0.7855892512916867,0.9288870794947184
627,outsider_gambler,betting_sabotage,none,1,0,1,0,0,1,0,0,1,0,0.35756526704331293,0.3117577456599694
628,trainer,concealed_financial_pressure,none,1,1,1,1,1,0,1,1,1,1,0.8403136977428517,0.885101047541408
629,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.7110466645197892,0.8136845936287321
630,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.8452470793980209,0.849810631389302
631,unknown_intruder,opportunistic_intrusion,none,1,0,0,0,0,1,0,0,0,0,0.5721137923134894,0.06427043036345027
632,outsider_gambler,betting_sabotage,outsider_gambler,1,0,0,0,1,0,0,1,1,0,0.3286006490809714,0.13434766585826718
633,rival_trainer,competitive_sabotage,none,1,0,0,0,0,1,1,0,0,1,0.32729296122800006,0.3472345426045315
634,trainer,betting_sabotage,rival_trainer,1,1,1,0,1,1,1,1,0,1,0.8724768874819893,0.8098409309188513
635,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.7482853796439666,0.476150990897244
636,trainer,betting_sabotage,none,1,1,1,0,1,1,1,1,1,1,0.8129391698872371,0.8748095573231873
637,rival_trainer,competitive_sabotage,rival_trainer,1,0,0,0,1,1,1,0,0,1,0.12072148100352563,0.19056617661000308
638,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,0,0,1,0,0.11955373914287343,0.27315420694650844
639,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.8887046311605403,0.9482271867542933
640,outsider_gambler,betting_sabotage,none,1,0,0,0,1,0,0,0,0,0,0.10987683098254138,0.1609897239605271
641,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,0,0,0,1,0,0.3541947495950814,0.11446115870271995
642,outsider_gambler,theft_attempt,none,1,0,0,0,1,1,0,1,1,0,0.25787202303295054,0.3535197771604486
643,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.5692592927890912,0.8714190693646685
644,rival_trainer,competitive_sabotage,rival_trainer,0,0,1,0,0,1,1,1,0,1,0.24109578937548337,0.7125206636368007
645,trainer,concealed_financial_pressure,rival_trainer,0,1,1,1,1,1,1,1,1,1,0.9094945594494769,0.8369805461542766
646,trainer,concealed_financial_pressure,none,1,1,1,1,1,0,1,1,1,0,0.8210237361982355,0.7708627946497856
647,rival_trainer,horse_concealment,rival_trainer,0,0,0,0,0,0,1,0,1,1,0.09534002631187466,0.223661342228726
648,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.9323378947551606,0.7555997845124119
649,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,1,0,1,1,0,0,1,0.15862738114491348,0.307102319657681
650,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,0,1,0,1,1,1,0.14552596633718579,0.6264005492247839
651,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,0,0,1,0,0.11803467501514384,0.3488836763718363
652,trainer,betting_sabotage,none,1,1,1,1,1,1,0,1,1,0,0.866865454045671,0.8725846550388084
653,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,0,1,1,0,0,0.838652746995702,0.8372903963024868
654,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,1,1,1,1,0,1,1,0.5024317522838614,0.4095058976093704
655,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,0,1,1,0,1,0.8410796546398526,0.9251615109975205
656,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.7801317668059533,0.7486549742423878
657,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,0,0,1,0,0,1,0.15782363412266187,0.708114662332168
658,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,0,0,0,0,0,0.1381690047367991,0.0137157602962618
659,rival_trainer,competitive_sabotage,rival_trainer,1,0,0,0,1,0,1,0,0,1,0.6978393630704315,0.295699692412165
660,rival_trainer,competitive_sabotage,rival_trainer,1,0,0,0,1,0,1,1,0,1,0.18023646504451127,0.27926162220703216
661,trainer,betting_sabotage,rival_trainer,1,1,1,0,1,1,1,1,0,1,0.591702248668652,0.9298218282586841
662,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,0,1,0,1,0,0.12163393816736469,0.35553380463045137
663,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,0,0,1,0,0.16082764415783105,0.44954457121268815
664,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.7346088056982407,0.7513092649698274
665,outsider_gambler,betting_sabotage,none,1,0,1,0,1,0,0,0,0,0,0.17889281062117524,0.3264673692808247
666,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,1,1,0,1,0.8192647590247111,0.7882859992332297
667,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.535790282198078,0.79448404447942
668,outsider_gambler,betting_sabotage,none,0,0,0,0,0,1,0,1,1,0,0.29829777063347956,0.14668618971967737
669,outsider_gambler,betting_sabotage,none,0,0,0,0,1,0,0,0,1,0,0.32804160822580036,0.23475601709619973
670,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,0,1,0.9516380111836534,0.6759661847878515
671,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,0,0,1,0.6653623823632993,0.9366643689455768
672,trainer,betting_sabotage,rival_trainer,1,1,1,0,1,1,1,1,0,1,0.5221321977526363,0.7766468771843991
673,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,0,0,1,0,0,1,0.24262155113235595,0.4787135481933009
674,trainer,betting_sabotage,rival_trainer,1,1,1,0,1,0,1,1,1,1,0.6469329282095949,0.7759454793296454
675,trainer,concealed_financial_pressure,none,1,1,1,1,1,1,1,1,1,0,0.9462551547109274,0.7568842846921598
676,trainer,concealed_financial_pressure,rival_trainer,0,1,1,1,1,1,1,1,0,1,0.937757076039936,0.7577047213420423
677,rival_trainer,competitive_sabotage,rival_trainer,0,0,0,0,1,0,1,0,0,1,0.6131647343065346,0.438922114328614
678,trainer,betting_sabotage,rival_trainer,1,1,1,0,1,0,1,1,0,1,0.4715783155364877,0.7256375961699615
679,rival_trainer,competitive_sabotage,none,0,1,0,0,0,0,1,1,0,1,0.13820110925343462,0.2280948625581233
680,trainer,betting_sabotage,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.7312958948655581,0.8794119321683427
681,outsider_gambler,betting_sabotage,outsider_gambler,0,0,0,0,0,0,0,0,1,0,0.24029942493980339,0.22818173777906708
682,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,0,0,0,0,0.12588200722850335,0.26549590791249733
683,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,0,0,0,0,1,0,0.11448718993809426,0.5134178380467409
684,rival_trainer,competitive_sabotage,none,0,0,0,0,1,0,1,0,1,0,0.21260995104640362,0.4076477230365385
685,trainer,concealed_financial_pressure,rival_trainer,1,1,1,1,1,1,1,1,1,1,0.5838366073609604,0.657917624297448
686,rival_trainer,horse_concealment,rival_trainer,0,0,0,0,1,1,1,0,1,1,0.4055630373341305,0.45286444617244626
687,trainer,betting_sabotage,rival_trainer,1,1,1,0,1,0,1,1,0,1,0.8624390384893074,0.9315794216193692
688,outsider_gambler,betting_sabotage,none,0,0,0,0,1,0,0,0,1,0,0.13901342248489243,0.10945560554231207
689,rival_trainer,competitive_sabotage,none,0,0,0,0,1,1,0,1,0,1,0.37245484016266694,0.4077571722829129
690,unknown_intruder,opportunistic_intrusion,none,0,0,0,0,1,0,0,0,0,0,0.09329719053308212,0.1413339050632922
